회사명,상장일,시장,산업분류,AI분류,구태그,평가방법,적용멀티플,분류근거,주요제품
지씨지놈,2025-06-11,코스닥,바이오/헬스케어,AI관련,Y,PER,26.04,"[에이전트 판정(투설 원문 스니펫)|high] 주력 제품 G-NIPT·아이캔서치가 자체 AI 선별 기술로 구동되는 의료 AI 진단. 매출원은 유전체 검사 서비스이므로 pure 아님. | 근거: ""핵심기술인 AI 기반 비침습적 산전 선별 기술(G-PrEMIA)과 AI 기반 비침습적 조기암 선별 기술(G-SeNTInEL) 기반의 기술제품""","G-NIPT, 아이캔서치, 암패널, 희귀패널 등"
지에프씨생명과학,2025-06-30,코스닥,화학/소재,비AI,,PER,22.42,"[에이전트 판정(투설 원문 스니펫)|high] AI 언급이 거시 전망과 비교기업 사명뿐. 바이오 소재 사업은 AI 무관. | 근거: ""설비투자는 AI 및 반도체 수요 회복에 따라 일부 회복세"" / ""폴라리스AI파마 API 및 CDMO 등 100%""","마이크로바이옴, 엑소좀 기반 바이오 소재"
뉴엔AI,2025-07-04,코스닥,IT/소프트웨어,순수AI,Y,PER,21.6,"[에이전트 판정(투설 원문 스니펫)|high] AI 빅데이터 분석 플랫폼(Quetta 제품군) 자체가 주력 제품·매출원. GPU 인프라 투자 등 전형적 AI 플랫폼사 | 근거: ""Quetta_Predict 등의 차세대 AI 기술 제품은 대규모 연산을 요구하는 적응형 AI 기술이 적용될 예정"" / ""검색 기반의 구조 위에 생성형 AI를 결합한 형태로""",AI 빅데이터 분석 플랫폼
싸이닉솔루션,2025-07-07,코스닥,반도체/디스플레이,비AI,,PER,30.39,"[에이전트 판정(투설 원문 스니펫)|low] 디자인하우스 용역이 주업. AI는 전방시장 전망과 신규사업 추진 계획 단계. AI칩 설계 관여 가능성이 있어 low. | 근거: ""AI반도체로 대변되는 선단 공정 기반 어플리케이션 설계 능력을 배양하기 위한 기술 투자"" / ""신규사업으로... On-device AI를 구현하기 위한 센서 개발을 추진""","ASIC, ASSP, 용역, 상품 등"
아우토크립트,2025-07-15,코스닥,IT/소프트웨어,비AI,Y,PER,23.58,"[에이전트 판정(투설 원문 스니펫)|high] AI 언급이 거시경제·IT 인력난 리스크·경쟁사 나열뿐. 차량 사이버보안 SW의 핵심 기능이 AI라는 근거 없음. | 근거: ""2027년까지 AI 분야 12,800명, 클라우드 분야 18,800명의 신규 인력이 부족할 것으로 전망"" (인력 리스크)",자동차 사이버보안 소프트웨어 및 솔루션
도우인시스,2025-07-23,코스닥,반도체/디스플레이,비AI,,EV/EBITDA,15.01,[에이전트 판정(투설 원문 스니펫)|high] AI는 전방 투자 전망과 정부과제명(AI서버용 기판)에 그침. UTG 제품은 비AI. | 근거: 그린 데이터센터를 위한 AI서버용 유리기판 및 Si기판 하이브리드 메인보드 기술개발 및 실증,초박형 유리(UTG)
뉴로핏,2025-07-25,코스닥,IT/소프트웨어,순수AI,Y,PER,22.55,"[에이전트 판정 + 총괄 보정|high] 뇌질환 AI 진단 SW(Neurophet AQUA 등) 판매가 본업 — 제품=AI SW (경계 일관성 보정) | 근거: ""뉴로핏㈜이 속해있는 산업인 뇌질환 특화 의료 AI 산업"" / ""의료 AI사업... 알츠하이머 진단, 관련 치료제 부작용 검사""","Neurophet AQUA, Neurophet Scale PET, Neurophet AQUA AD"
엔알비,2025-07-28,코스닥,화학/소재,비AI,,EV/EBITDA,16.08,[자동확정(키워드 0건)|high] 투자설명서 전문에 AI·인공지능·머신러닝 등 관련 언급 없음,이동형 모듈러 임대 및 판매
프로티나,2025-07-29,코스닥,바이오/헬스케어,비AI,,PER,26.06,"[에이전트 판정(투설 원문 스니펫)|high] 현 주력인 PPI 분석 서비스는 비AI 계측 기술. AI 항체 설계는 개발 중인 신사업·시장 전망 단계. | 근거: ""축적된 양질의 데이터를 기반으로 AI 항체 설계 플랫폼을 개발하고 있으며, 이를 통해 AI신약 개발 시장으로 신규 진입이 가능할 것으로 예상""",단백질간 상호작용 바이오마커 개발 및 분석서비스
대한조선,2025-08-01,유가증권,기타,비AI,,PBR,4.58,"[에이전트 판정(투설 원문 스니펫)|high] AI는 거시 전망·업계 논의 수준. 선박 건조업 본업은 비AI. | 근거: ""AI 및 디지털 기술 투자 강화, 규제 개혁 등의 구조적 개선 노력도 요구"" / ""최근 AI 및 디지털 트윈 기술을 활용한 스마트 조선소 도입이 논의되고""",선박 및 보트 건조업
아이티켐,2025-08-07,코스닥,바이오/헬스케어,비AI,,EV/EBITDA,24.9,"[에이전트 판정(투설 원문 스니펫)|high] 원료의약품 제조사. AI 키워드는 비교기업명(폴라리스AI파마 등)과 거시 전망 오탐 | 근거: ""유사기업 4개사(에스티팜, 레이크머티리얼즈, 켐트로스, 폴라리스AI파마)"" / ""반도체, AI 투자 확대와""","원료의약품, 의약품중간체 및 전자재료 등"
지투지바이오,2025-08-14,코스닥,바이오/헬스케어,비AI,,PER,28.1,"[에이전트 판정(투설 원문 스니펫)|high] 약효지속성 주사제 개발사. AI 언급은 펀드명·비교기업명·거시경제뿐. | 근거: ""하나-캡스톤AI플랫폼투자조합"" / ""AI, 디지털 기술 투자확대... 노력도 촉구"" (IMF 권고)",장기 약효지속성 주사제 개발
삼양컴텍,2025-08-18,코스닥,방산/우주항공,비AI,,PER,30.91,"[에이전트 판정(투설 원문 스니펫)|high] AI 언급이 국방 정책 서술뿐. 방탄 제품은 AI 무관. | 근거: ""미래전 수행역량을 갖춘 AI 과학기술강군 육성을 위한 투자 지속"" (국방 정책)","방위산업방탄제품(K-SAP, 유리섬유제품, 방탄헬멧, 위장망, 방탄복), 항공기부품 제조, 도매, 무역"
에스엔시스,2025-08-19,코스닥,기타,비AI,,PER,21.6,"[에이전트 판정(투설 원문 스니펫)|high] AI는 공모자금 기반 신사업 계획(R&D센터 설립, 2027년~ 개발) 단계. 현행 선박 솔루션 제품은 비AI. | 근거: 신규사업의 일환으로 AI 플랫폼 개발을 추진하고 있습니다 / AI기반 선박 통합 운영관리 솔루션 개발 요구분석 및 아키텍처 설계","파워솔루션, 에코솔루션, 운항제어솔루션, MRO 솔루션"
한라캐스트,2025-08-20,코스닥,자동차/모빌리티,비AI,,PER,25.93,"[에이전트 판정(투설 원문 스니펫)|high] 다이캐스팅 부품사. AI는 고객사(전방산업) 및 수요 배경 설명이며 자사 기술은 비AI. | 근거: ""글로벌 AI 자동차 기업에 업체 등록 및 수주를 완료"" / ""전장용 부품의 경우 AI 기술과의 접목으로... 방열 특성도 매우 중요""","마그네슘 및 알루미늄 다이캐스팅 제품(차량, 가전용 경량화 소재 부품)"
제이피아이헬스케어,2025-08-21,코스닥,바이오/헬스케어,AI관련,,PER,21.37,"[에이전트 판정(투설 원문 스니펫)|low] 자사 의료영상 분석 SW에 AI 적용 현재형 서술 + VetBot AI, ExamVue Duo AI+ 등 AI 제품 실재. 다만 주력 X-ray Grid는 비AI 하드웨어라 low. | 근거: ""자체 개발한 영상획득 및 분석소프트웨어에 인공지능(AI) 기반 기술을 적용하고 있으며"" / ""VetBot AI 소프트웨어"" (특허·상표)","X-ray Grid, 의료영상기기 등"
그래피,2025-08-25,코스닥,화학/소재,비AI,,PER,28.96,"[에이전트 판정(투설 원문 스니펫)|low] 핵심 가치는 형상기억 소재·3D프린팅. AI(치아 자동분할)는 외주개발·도입 기반 부가 SW 기능이라 nonai이나, DAD 자체개발 서술이 있어 low. | 근거: ""구강스캔 데이터의 치아자동분할 AI솔루션...외주개발 및 상용화 완료"" / ""AI 솔루션 도입 및 응용 SW 개발""","형상기억 투명교정장치, 3D프린팅 소재, 질소경화기 등"
에스투더블유,2025-09-19,코스닥,IT/소프트웨어,순수AI,Y,PER,19.36,"[에이전트 판정(투설 원문 스니펫)|low] 주요제품에 '산업용 생성형 AI 플랫폼'이 명시되고 AI 기반 플랫폼이 매출원. 보안 도메인 제품 성격도 있어 ai와 경계라 low | 근거: ""향후 AI 기반 사이버위협 인텔리전스 및 OSINT 플랫폼, 생성형 AI 기반 보안 솔루션 중심으로 SaaS형 글로벌 서비스 확대"" / ""빅데이터 분석, 공개정보 인텔리전스(OSINT), 생성형 AI 등 세 가지 주요 기술 분야를 기반으로 사업을 영위""","공공/정부기관용 사이버안보 빅데이터 플랫폼, 기업 및 기관용 사이버위협 인텔리전스 플랫폼, 산업용 생성형 AI 플랫폼"
명인제약,2025-10-01,유가증권,바이오/헬스케어,비AI,,EV/EBITDA,7.9,[자동확정(키워드 0건)|high] 투자설명서 전문에 AI·인공지능·머신러닝 등 관련 언급 없음,"신경정신계열, 구강계열 완제의약품"
노타,2025-11-03,코스닥,IT/소프트웨어,순수AI,Y,PER,29.4,"[에이전트 판정(투설 원문 스니펫)|high] AI 모델 최적화·경량화 플랫폼 자체가 주력 제품이자 매출원. | 근거: ""당사는 AI 모델 최적화 경량화 솔루션 개발에 특화된 기업으로 NetsPresso Platform, NetsPresso Solution""",AI 최적화 및 경량화 소프트웨어
이노테크,2025-11-07,코스닥,기계/장비,비AI,,PER,19.09,"[에이전트 판정(투설 원문 스니펫)|low] 주력 신뢰성 시험장비는 AI 없이 성립. AI 고장예측·비전 결합은 인력 충원 중인 개발 단계이고 사업목적 추가(2024)도 신사업 진출 성격. | 근거: ""인공지능 AI와 소프트웨어 기반의 고장 예측 및 진단 소프트웨어를 개발하여 당사 출하 장비에 적용하여"" / ""AI(Artificial Intelligence)와 비전... 자체 진단 기능이 결합된"" (개발 중)",복합 신뢰성 환경시험 장비
큐리오시스,2025-11-13,코스닥,기계/장비,비AI,,PER,27.1,[에이전트 판정(투설 원문 스니펫)|low] AI는 랩오토메이션 산업 동향과 자사 '선행 개발' 단계 서술. 라이브셀 이미징 기기의 현행 핵심 기능으로 확인 안 됨. | 근거: AI 기반 분석 기술과 접목되는 신약개발 ... 분야에서 / Biomedical 영상처리 및 AI 기술 적용 플랫폼 선행 개발,라이브셀 이미징 기기 등
세나테크놀로지,2025-11-14,코스닥,IT/소프트웨어,비AI,,PER,26.76,"[에이전트 판정(투설 원문 스니펫)|low] 주력 메시통신·헬멧은 비AI. AI는 타사(오픈AI/구글) 기능 통합 계획과 신제품 트롤리(테스트 단계)에 국한. | 근거: ""인공지능 오픈AI, 구글 등의 인공지능 기능 통합 800"" / ""AI 트래킹... 기능 구현이 가능하며"" (골프 트롤리)","메시통신제품, 스마트 헬멧"
그린광학,2025-11-17,코스닥,기계/장비,비AI,,PER,25.41,"[에이전트 판정(투설 원문 스니펫)|high] AI 언급이 융합 가능성·국방예산 동향·비교기업 목록에 그침. 광학 시스템 제품은 AI 무관. | 근거: ""고급코팅기술과 AI 기반의 검사 데이터 분석 기술 등 타 산업과의 융합 가능성도 내포""",초정밀 광학 시스템 및 광학 소재
더핑크퐁컴퍼니,2025-11-18,코스닥,엔터/미디어/게임,비AI,,EV/EBITDA,19.87,"[에이전트 판정(투설 원문 스니펫)|high] AI는 콘텐츠 제작 비용절감용 내부 도구 도입·향후 R&D 계획. 제품(IP·콘텐츠)은 AI 없이 성립. | 근거: ""콘텐츠 제작 기술 R&D 및 AI 기술 연구/도입...공모 자금을 추가적으로 AI 기술 개발에 투자"" / ""프리프로덕션 단계에 AI 기술을 도입하는 것과함께""","콘텐츠, 라이선스, MD, 기타"
씨엠티엑스,2025-11-20,코스닥,반도체/디스플레이,비AI,,PER,19.2,"[에이전트 판정(투설 원문 스니펫)|high] 반도체 장비용 소모성 부품사. AI 언급 전부가 전방산업(AI 반도체/HBM) 수요 전망 | 근거: ""반도체는 스마트폰, 서버, 자동차, AI 등 최종 수요에 따라 생산량이 바로 달라지며""",반도체 장비용 소모성 부품
비츠로넥스텍,2025-11-21,코스닥,방산/우주항공,비AI,,PER,37.78,"[에이전트 판정(투설 원문 스니펫)|high] 로켓연소기·가속장치 제조사. AI는 거시경제·산업 동향·비교기업명(뉴엔AI)뿐. | 근거: ""AI 관련 반도체 경기 호조"" / ""인공지능(AI), 빅데이터 등 첨단 기술과 융합하여 항공기 안전성과 생산성을 향상""","로켓연소기 및 가스발생기, 초전도가속장치, 핵융합 플라즈마 대향장치 등 제조"
아로마티카,2025-11-27,코스닥,화학/소재,비AI,,PER,25.98,[자동확정(키워드 0건)|high] 투자설명서 전문에 AI·인공지능·머신러닝 등 관련 언급 없음,천연·비건 화장품
에임드바이오,2025-12-04,코스닥,바이오/헬스케어,비AI,,PER,22.2,"[에이전트 판정(투설 원문 스니펫)|low] 주력 ADC 항암제 자체는 AI 산물이 아니고 AI는 항체 최적화 등 연구 보조 도구. AI 정밀의료 플랫폼은 개발 중. 연구 활용도가 있어 low. | 근거: ""항체개발팀 AI 기반 항체 최적화, 신규 항체 발굴 및 면역항암제 연구"" / ""인공지능 기반 최적 항암제 선별 소프트웨어 개발... 완료"" (정부과제)",ADC 기반 항암제
테라뷰,2025-12-09,코스닥,기계/장비,비AI,,PER,41.48,[에이전트 판정(투설 원문 스니펫)|high] AI는 전방(AI 데이터센터·HPC 반도체) 수요 설명. 테라헤르츠 검사장비 자체는 비AI. | 근거: AI 및 HPC 시장의 성장과 QA 및 FA 공정의 중요성 증대에 따라 EOTPR 제품의 수요가 꾸준히 증가,테라헤르츠 전자기파 발생 및 응용 검사장비
페스카로,2025-12-10,코스닥,IT/소프트웨어,비AI,Y,PER,25.46,"[에이전트 판정(투설 원문 스니펫)|high] 차량 임베디드 보안 SW가 주력. AI 언급은 인력수급 통계·비교기업 표에 그침. | 근거: ""인공지능(AI) 및 보안, 암호 분야는 시장 수요에 비해 공급이 크게 부족"" (인력수급 서술)","임베디드 보안 솔루션, 차량전장 소프트웨어"
이지스,2025-12-11,코스닥,IT/소프트웨어,비AI,,PER,26.86,"[에이전트 판정(투설 원문 스니펫)|low] 디지털트윈 플랫폼 핵심은 공간정보·시뮬레이션이며 AI는 산업 융합 서술과 연구원 실적 수준. LLM/생성형 빈도 24회로 연구가 진행 중이라 경계선. | 근거: ""공간정보, 사물인터넷(IoT), 인공지능(AI), 클라우드, 시뮬레이션 기술이 융합되어"" / ""공간정보 기반 생성형 AI 운용 기술 및 공간 Agent 기술 개발"" (연구실적)",디지털트윈 플랫폼
쿼드메디슨,2025-12-12,코스닥,바이오/헬스케어,비AI,,PER,27.49,"[에이전트 판정(투설 원문 스니펫)|high] AI 언급 대부분이 비교기업 사명(뉴엔AI 등)이며, 자사는 내부 공정 제어에 일부 적용한 수준. 마이크로니들 제품은 비AI. | 근거: ""반복적인 약물 코팅 공정을 안정적으로 재현하기 위해 인공지능 기법과 정밀 제어 알고리즘을 적용"" / ""뉴엔AI 2025-07-04""",마이크로니들 의약품
티엠씨,2025-12-15,유가증권,화학/소재,비AI,,EV/EBITDA,19.2,"[에이전트 판정(투설 원문 스니펫)|high] 케이블 제조사. AI는 데이터센터 수요 전망이며 LLM 키워드는 법학석사(LL.M.) 오탐 | 근거: ""해저케이블과 AI 데이터센터 관련 케이블 시장은 성장하고 있지만"" / ""미국 스탠퍼트대학교 로스쿨 석사(LLM)""","선박용케이블, 해양용케이블, 전력용케이블, 광케이블 등"
아크릴,2025-12-16,코스닥,IT/소프트웨어,순수AI,Y,PER,28.07,"[에이전트 판정(투설 원문 스니펫)|high] 통합 AI 플랫폼(조나단)·의료특화 AI 플랫폼(나디아) 자체가 주력 제품인 'AI를 파는 회사'. | 근거: ""당사는 AI 서비스 구축과 인프라 운영에 특화된 기업으로 조나단, 나디아 등 자체적인 기술제품 고도화를 지속""","통합 인공지능 플랫폼 조나단, 의료특화 인공지능 플랫폼 나디아"
나라스페이스테크놀로지,2025-12-17,코스닥,방산/우주항공,AI관련,,PER,51.72,"[에이전트 판정(투설 원문 스니펫)|low] 위성 데이터 서비스의 부가가치(초해상화·자동탐지)가 자체 AI/딥러닝으로 구현되는 구조. 다만 '목표' 서술이 많고 위성 제조가 본업의 한 축이라 low. | 근거: ""AI 기반 자동 탐지율 및 변화 예측의 정확도를 타사 대비 우수한 수준으로 제공하는 것이 목표"" / ""위성 영상 분석 기술은 AI 및 딥러닝 기반의 처리 기법과 결합되며... 핵심 경쟁력""",초소형 인공위성 및 위성 데이터 서비스
알지노믹스,2025-12-18,코스닥,바이오/헬스케어,비AI,,PER,29.58,"[에이전트 판정(투설 원문 스니펫)|high] AI 언급 전부 산업 동향·정부 정책·타사 사례. RNA 치료제 개발은 비AI. | 근거: 유전자 치료, AI 등 첨단 기술을 활용한 신약 개발이 활발해 지면서 시장 규모는 더욱 증가할 것","인체질환치료제 및 진단제, 진단용 유전자재조합 의약품"
삼진식품,2025-12-22,코스닥,소비재/유통,비AI,,PER,19.17,[자동확정(키워드 0건)|high] 투자설명서 전문에 AI·인공지능·머신러닝 등 관련 언급 없음,"반찬용 어묵, 국탕용 어묵 등 어묵관련 제품 판매"
리브스메드,2025-12-24,코스닥,바이오/헬스케어,비AI,,PER,45.5,"[에이전트 판정(투설 원문 스니펫)|high] 복강경 수술기구가 주력. AI는 차기 플랫폼(Stark 2.0) 개발 계획 언급뿐. | 근거: ""Stark 2.0은 수술계획, 수술가이드, 수술평가 등을 위하여 AI... 다양한 기술"" (개발 예정)","다관절 다자유도 복강경 수술기구인 ArtiSential, ArtiSeal, ArtiStapler, LivsCam, Stark"
세미파이브,2025-12-29,코스닥,건설/인프라,AI관련,,PER,46.01,"[에이전트 판정(투설 원문 스니펫)|high] AI ASIC(AI 연산 전용 반도체) 설계 서비스·플랫폼이 주력 사업. AI 연산 전용 설계 기준에 해당. | 근거: ""당사는 글로벌 AI ASIC 전용 반도체 시장을 공략하기 위해 공격적 투자를 통해 기술력을 확보"" / ""AI(NPU, RISC-V) IP""",반도체 설계 서비스
덕양에너젠,2026-01-30,코스닥,2차전지/에너지,비AI,,EV/EBITDA,30.32,"[에이전트 판정(투설 원문 스니펫)|high] AI 언급이 IMF/OECD 경제전망 인용과 비교기업 사명뿐. 수소가스 사업은 AI 무관. | 근거: ""주요 하방 요인으로...인공지능(AI) 등 신기술 재평가 가능성 제시"" / ""AI 도입을 통해 생산성을 향상할 경우 세계 경제의 상방 요인""","수소가스, 고순도 수소가스"
케이뱅크,2026-03-05,유가증권,금융,비AI,,PBR,2.56,"[에이전트 판정(투설 원문 스니펫)|high] 은행업 본업은 AI 없이 성립. AI는 사기탐지 등 내부 업무 도입이며 KT그룹 역량 활용 | 근거: ""금융사기 방지 및 자금세탁 업무에 인공지능(AI) 기술을 도입하여"" / ""KT그룹을 활용한 AI개발 및 운영 역량을 바탕으로 판별형 AI 서비스를 도입""",은행 및 저축기관
에스팀,2026-03-06,코스닥,기타,비AI,,EV/EBITDA,17.71,"[에이전트 판정(투설 원문 스니펫)|high] 콘텐츠·매니지먼트 기업. AI 언급 전부 거시경제 전망. | 근거: ""글로벌 AI 투자 호조 등으로 예상보다는 양호한 성장흐름"" (거시경제 전망)","콘텐츠, 매니지먼트"
액스비스,2026-03-09,코스닥,기계/장비,비AI,,PER,27.6,"[에이전트 판정(투설 원문 스니펫)|low] 고출력 레이저 솔루션이 본업. AI 언급은 공모자금 투입 예정인 자율 품질관리·예지보전 구축 계획 위주. '지능형' 제품명 대비 현재 AI 핵심성 근거 약함. | 근거: ""AI기반 자율 제조 제어 시스템 구축 등으로 세분화하여 투입될 예정"" / ""AI 기반 이미지 보정 및 데이터 분석 알고리즘을 개선할 계획""",지능형 고출력 레이저 솔루션 등
카나프테라퓨틱스,2026-03-16,코스닥,바이오/헬스케어,비AI,,PER,23.59,"[에이전트 판정(투설 원문 스니펫)|high] AI 언급 전부 거시전망·정부 정책·타사 플랫폼. 자사 항암제 개발에 AI 서술 없음. | 근거: AI 기반 신약 개발, AIㆍ로봇 기반 자동화 실험실 ... 기술 개발을 지원하여 AI-바이오 의약기술 대전환을 추진",항암제 및 안과 질환 치료제 개발
아이엠바이오로직스,2026-03-20,코스닥,바이오/헬스케어,비AI,,PER,21.46,"[에이전트 판정(투설 원문 스니펫)|high] 이중항체 신약 개발사. AI는 정부 정책·거시경제 인용에 그침. | 근거: ""AIㆍ빅데이터를 활용한 신약개발 R&D 집중 지원"" (정부 정책 서술)","IMB-101 (OX40L/TNF 타깃 자가면역질환 치료용 이중항체), IMB-102 (OX40L 타깃 자가면역질환 치료용 단일항체)"
한패스,2026-03-25,코스닥,금융,비AI,,PER,29.09,"[에이전트 판정(투설 원문 스니펫)|high] AI는 CS 효율화 도입·보안관제 계획·경제전망에 그침. 디지털 송금 서비스 핵심은 비AI. | 근거: ""AI 자동 응답 시스템 도입 등 효율화를 추진하고 있으나"" / ""AI 탐지: 머신러닝을 활용해... 이상 징후 탐지"" (보안관제)","디지털 송금 서비스, 전자지갑 서비스, 선불카드 서비스"
메쥬,2026-03-26,코스닥,바이오/헬스케어,비AI,,PER,20.66,"[에이전트 판정(투설 원문 스니펫)|low] 스니펫이 공모자금 기반 AI 고도화·부서 신설 등 향후 계획 위주. 다만 HiCardi 연계 AI 모델 정확도 향상 언급이 있어(기존 모델 시사) low. | 근거: ""2) AI부서 신설 당사는 AI 전담부서를 신설하여 (i) 알고리즘 연구개발"" / ""AI 기반 예측·진단 기술을 고도화하고 임상적 활용성을 증명하기 위해...로드맵을 구축하고 병행 추진할 계획""",웨어러블 패치형 환자 감시장치(HiCardi)
리센스메디컬,2026-03-31,코스닥,바이오/헬스케어,비AI,,PER,31.33,"[에이전트 판정(투설 원문 스니펫)|high] 냉각마취 의료기기사. AI 언급 전부가 거시경제 전망과 비교기업 표 | 근거: ""재정 및 금융시장 불안과 AI 등 신기술에 대한 재평가 가능성을 제시""","피부 냉각마취 의료기기, 경피약물전달 의료기기, 동물용 경피약물전달 의료기기, 안구 냉각마취 의료기기"
인벤테라,2026-04-02,코스닥,바이오/헬스케어,비AI,,PER,24.34,"[에이전트 판정(투설 원문 스니펫)|high] MRI 조영제 신약 개발사. AI는 시장 전망·정부 정책·비교기업명 서술뿐. | 근거: ""의료영상 분야에서의 인공지능(AI) 활용도 상승 추세 역시 조영제 시장 확장에 기여할 것"" / ""AI 기반 신약 개발 전주기 지원"" (정부 정책)",철(Fe) 기반 질환 특이성 나노-MRI 조영제 신약
채비,2026-04-29,코스닥,2차전지/에너지,비AI,,EV/EBITDA,24.0,"[에이전트 판정(투설 원문 스니펫)|low] 전기차 충전 서비스·충전기는 AI 없이 성립. AI 순차충전은 적용 완료된 효율 개선 기능이나 핵심 가치제안(충전 인프라)의 부가 기능. 적용 실적이 있어 low. | 근거: ""MCS 시스템에 AI 기반 순차충전(Smart Sequential Charging) 기능을 적용하여 충전 효율을 향상시켰고, 이 기술로 AI 분야 혁신상을 추가로 수상""","전기차 충전 서비스, 전기차 충전기"
코스모로보틱스,2026-05-11,코스닥,바이오/헬스케어,AI관련,,PER,47.45,"[에이전트 판정(투설 원문 스니펫)|low] 웨어러블 로봇 제어방식에 AI 기반 보행예측이 현행 스펙으로 명시되나, 다수 스니펫이 향후 고도화 계획이라 low. | 근거: 제어방식 위치 + 속도 + 토크 제어 (AI + 통계기반 보행예측 및 패턴 인식) / 최적의 보행 패턴을 제공하는 AI 알고리즘을 개발하고 있으며",웨어러블 로봇
폴레드,2026-05-14,코스닥,소비재/유통,비AI,,PER,19.05,"[에이전트 판정(투설 원문 스니펫)|high] 유아용품 기업. AI는 거시경제 전망·비교기업 표 언급뿐. | 근거: ""인공지능 등 기술 관련 투자의 증가... 상쇄하는 요인으로 작용""","유아용품(카시트 및 관련 악세서리, 유아가전 등)"
마키나락스,2026-05-20,코스닥,IT/소프트웨어,순수AI,,PER,40.5,"[에이전트 판정(투설 원문 스니펫)|high] 산업특화 AI 개발·운영 플랫폼(Runway)과 파운데이션 모델 자체가 주력 제품이자 매출원인 순수 AI 플랫폼 기업. | 근거: ""폐쇄망ㆍ국방 환경에서의 AI 플랫폼 기술 및 특화 파운데이션 모델(FM) 개발을 선도"" / ""자율형 Compound AI 기반 운영체계를 완성하는 것을 목표""",Runway Platform (산업특화 인공지능 개발 및 운영 체계 구축 플랫폼)
피스피스스튜디오,2026-06-08,코스닥,소비재/유통,비AI,,PER,21.48,"[에이전트 판정(투설 원문 스니펫)|high] AI 언급이 거시 전망·시장 특성 설명이며, AI 플랫폼 미보유를 명시적으로 밝힘. 의류 브랜드 사업. | 근거: ""당사는 자사몰을 운영하고 있으나...AIㆍ빅데이터 기반 개인화 추천(큐레이션) 플랫폼 등은 개발, 운영, 공급하고 있지 않습니다""","의류, 모자, 신발, 액세서리, 기타, 여자용 겉옷"
져스텍,2026-06-29,코스닥,2차전지/에너지,비AI,,PER,26.82,"[에이전트 판정(투설 원문 스니펫)|high] 모션시스템 부품사. AI 언급 전부가 전방산업(AI반도체/HBM) 수요이며 자사 기술은 정밀 모션제어 | 근거: ""글로벌 반도체 장비 시장은 AI, 고성능 컴퓨팅(HPC), 첨단 패키징 기술의 발전에 힘입어"" / ""(i) AI 반도체(HBM) 검사ㆍ계측... 고정밀 스테이지""",반도체 및 디스플레이 모션시스템
스트라드비젼,2026-06-30,코스닥,IT/소프트웨어,순수AI,,PER,37.45,"[에이전트 판정 + 총괄 보정|high] 자율주행 AI 인식 SW(SVNet) 라이선스가 본업 — 제품=AI SW (경계 일관성 보정) | 근거: ""AI 기반 자율주행 인지 소프트웨어를 개발 및 공급하는 기업"" / ""자율주행 카메라 인지 AI 소프트웨어를 기반으로 대규모 선행 연구개발 투자""",딥러닝 기반 인공지능(AI) 카메라 영상인식 소프트웨어
매드업,2026-07-01,코스닥,기타,AI관련,,PER,24.57,"[에이전트 판정(투설 원문 스니펫)|low] 자체 AI 모델·마케팅 AI Agent가 주요제품이자 핵심 경쟁우위. 다만 매출은 '솔루션 기반 광고대행' 구조로 AI 자체 판매 매출 근거가 없어 pure 아닌 ai, low. | 근거: ""기 구축된 자체 AI 모델을 고도화하고 버티컬 AI Agent 구현에 필요한 연구개발을 수행"" / ""마케팅 가치사슬에 적용가능한 마케팅 AI Agent의 고도화로 업계 내 차별화된 경쟁우위""","디지털 마케팅 AI 에이전트, 솔루션 기반 광고대행"
레몬헬스케어,2026-07-06,코스닥,IT/소프트웨어,비AI,,PER,25.48,"[에이전트 판정(투설 원문 스니펫)|high] AI는 공모자금으로 추진할 신사업(AI 학습용 데이터 유통 플랫폼) 계획. 현행 제품은 의료데이터 중계플랫폼으로 비AI. | 근거: 공모자금을 이사회 승인을 거쳐 의료 AI 학습용 데이터 처리 인프라 및 유통, 거래 플랫폼 구축 ... 목적으로 사용 계획","LDB-H(스마트병원중계플랫폼), LDB-E(의료데이터-ECO 중계플랫폼), LDB-D(맞춤형 헬스데이터 중계플랫폼)"
